"module name","license","repository"
"v8-to-istanbul@9.2.0","ISC","https://github.com/istanbuljs/v8-to-istanbul"
"validate-npm-package-license@3.0.4","Apache-2.0","https://github.com/kemitchell/validate-npm-package-license.js"
"validator@13.12.0","MIT","https://github.com/validatorjs/validator.js"
"vite-node@1.2.1","MIT","https://github.com/vitest-dev/vitest"
"vite@5.2.11","MIT","https://github.com/vitejs/vite"
"vitest@1.2.1","MIT","https://github.com/vitest-dev/vitest"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"why-is-node-running@2.2.2","MIT","https://github.com/mafintosh/why-is-node-running"
"wrap-ansi@7.0.0","MIT","https://github.com/chalk/wrap-ansi"
"wrap-ansi@8.1.0","MIT","https://github.com/chalk/wrap-ansi"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"ws@8.17.1","MIT","https://github.com/websockets/ws"
"xmlhttprequest-ssl@2.0.0","MIT","https://github.com/mjwwit/node-XMLHttpRequest"
"yallist@3.1.1","ISC","https://github.com/isaacs/yallist"
"yallist@4.0.0","ISC","https://github.com/isaacs/yallist"
"yaml@2.3.4","ISC","https://github.com/eemeli/yaml"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue"
"yocto-queue@1.0.0","MIT","https://github.com/sindresorhus/yocto-queue"
